order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,ano,nome_mes,dia_semana
292,2023-01-16,Frankie,Fastfood,50,2,100,Cash,female,Midnight,2023,January,Monday
293,2022-04-21,Panipuri,Fastfood,20,8,160,Online,female,Morning,2022,April,Thursday
294,2022-09-23,Aalopuri,Fastfood,20,1,20,Cash,female,Evening,2022,September,Friday
295,2022-07-21,Sandwich,Fastfood,60,7,420,Cash,male,Midnight,2022,July,Thursday
296,2023-02-06,Panipuri,Fastfood,20,7,140,Cash,female,Afternoon,2023,February,Monday
297,2022-04-30,Sandwich,Fastfood,60,10,600,Online,male,Evening,2022,April,Saturday
298,2022-07-19,Sugarcane juice,Beverages,25,9,225,Cash,female,Afternoon,2022,July,Tuesday
299,2022-07-22,Aalopuri,Fastfood,20,1,20,Online,female,Evening,2022,July,Friday
300,2022-06-27,Aalopuri,Fastfood,20,8,160,Cash,male,Afternoon,2022,June,Monday
301,2023-01-28,Panipuri,Fastfood,20,7,140,Cash,male,Night,2023,January,Saturday
302,2023-03-21,Aalopuri,Fastfood,20,14,280,Cash,male,Night,2023,March,Tuesday
303,2022-07-02,Sugarcane juice,Beverages,25,1,25,Cash,female,Midnight,2022,July,Saturday
304,2022-05-28,Vadapav,Fastfood,20,15,300,Online,male,Morning,2022,May,Saturday
305,2023-03-05,Panipuri,Fastfood,20,4,80,desconhecido,female,Morning,2023,March,Sunday
306,2023-03-03,Cold coffee,Beverages,40,8,320,Online,female,Morning,2023,March,Friday
307,2023-02-13,Vadapav,Fastfood,20,8,160,Cash,male,Evening,2023,February,Monday
308,2022-12-17,Sandwich,Fastfood,60,13,780,Online,male,Evening,2022,December,Saturday
309,2022-10-14,Sandwich,Fastfood,60,8,480,Online,male,Evening,2022,October,Friday
310,2022-04-25,Vadapav,Fastfood,20,4,80,Cash,male,Afternoon,2022,April,Monday
311,2022-07-31,Frankie,Fastfood,50,7,350,desconhecido,female,Morning,2022,July,Sunday
312,2022-12-28,Cold coffee,Beverages,40,1,40,Cash,female,Night,2022,December,Wednesday
313,2022-04-19,Cold coffee,Beverages,40,1,40,Cash,male,Midnight,2022,April,Tuesday
314,2023-02-27,Frankie,Fastfood,50,8,400,Online,female,Morning,2023,February,Monday
315,2023-02-20,Cold coffee,Beverages,40,13,520,Online,female,Afternoon,2023,February,Monday
316,2022-11-02,Frankie,Fastfood,50,4,200,Online,male,Morning,2022,November,Wednesday
317,2023-03-10,Aalopuri,Fastfood,20,12,240,Online,female,Afternoon,2023,March,Friday
318,2022-12-21,Aalopuri,Fastfood,20,10,200,Online,female,Midnight,2022,December,Wednesday
319,2022-06-30,Frankie,Fastfood,50,15,750,Cash,male,Afternoon,2022,June,Thursday
320,2023-03-18,Sugarcane juice,Beverages,25,7,175,Cash,female,Afternoon,2023,March,Saturday
321,2023-02-08,Frankie,Fastfood,50,12,600,Cash,female,Evening,2023,February,Wednesday
322,2022-05-05,Cold coffee,Beverages,40,11,440,Cash,male,Morning,2022,May,Thursday
323,2022-12-29,Aalopuri,Fastfood,20,4,80,Cash,male,Morning,2022,December,Thursday
324,2022-07-18,Sugarcane juice,Beverages,25,15,375,Online,female,Night,2022,July,Monday
325,2023-03-02,Aalopuri,Fastfood,20,12,240,desconhecido,female,Afternoon,2023,March,Thursday
326,2022-05-03,Sandwich,Fastfood,60,8,480,Cash,male,Evening,2022,May,Tuesday
327,2022-11-29,Frankie,Fastfood,50,15,750,Cash,female,Midnight,2022,November,Tuesday
328,2022-06-16,Vadapav,Fastfood,20,3,60,Online,male,Evening,2022,June,Thursday
329,2023-01-10,Panipuri,Fastfood,20,7,140,Online,female,Afternoon,2023,January,Tuesday
330,2022-09-22,Panipuri,Fastfood,20,8,160,desconhecido,male,Morning,2022,September,Thursday
331,2022-08-21,Panipuri,Fastfood,20,4,80,Online,female,Evening,2022,August,Sunday
332,2023-02-17,Aalopuri,Fastfood,20,2,40,desconhecido,female,Afternoon,2023,February,Friday
333,2022-10-30,Sugarcane juice,Beverages,25,11,275,Cash,female,Afternoon,2022,October,Sunday
334,2022-04-04,Cold coffee,Beverages,40,4,160,Cash,female,Evening,2022,April,Monday
335,2022-10-24,Cold coffee,Beverages,40,11,440,Cash,male,Night,2022,October,Monday
336,2022-09-03,Sugarcane juice,Beverages,25,13,325,desconhecido,female,Midnight,2022,September,Saturday
337,2022-10-15,Aalopuri,Fastfood,20,14,280,Online,female,Midnight,2022,October,Saturday
338,2022-05-06,Sugarcane juice,Beverages,25,12,300,Cash,male,Morning,2022,May,Friday
339,2023-02-16,Sugarcane juice,Beverages,25,1,25,desconhecido,female,Midnight,2023,February,Thursday
340,2022-06-02,Cold coffee,Beverages,40,4,160,Cash,female,Evening,2022,June,Thursday
341,2023-03-19,Frankie,Fastfood,50,9,450,Cash,female,Evening,2023,March,Sunday
342,2023-03-11,Vadapav,Fastfood,20,7,140,Online,male,Afternoon,2023,March,Saturday
343,2023-01-18,Sugarcane juice,Beverages,25,5,125,Cash,male,Afternoon,2023,January,Wednesday
344,2022-05-13,Cold coffee,Beverages,40,14,560,Cash,male,Night,2022,May,Friday
345,2022-05-09,Panipuri,Fastfood,20,14,280,Online,female,Night,2022,May,Monday
346,2023-01-31,Cold coffee,Beverages,40,12,480,Cash,male,Morning,2023,January,Tuesday
347,2022-06-24,Frankie,Fastfood,50,7,350,Cash,female,Afternoon,2022,June,Friday
348,2022-09-19,Vadapav,Fastfood,20,1,20,Online,female,Midnight,2022,September,Monday
349,2022-08-17,Panipuri,Fastfood,20,5,100,Cash,female,Evening,2022,August,Wednesday
350,2022-09-21,Cold coffee,Beverages,40,8,320,Online,female,Morning,2022,September,Wednesday
351,2022-07-08,Frankie,Fastfood,50,5,250,Online,female,Night,2022,July,Friday
352,2022-05-25,Frankie,Fastfood,50,11,550,Cash,female,Night,2022,May,Wednesday
353,2022-05-18,Vadapav,Fastfood,20,4,80,Online,female,Midnight,2022,May,Wednesday
354,2023-01-16,Panipuri,Fastfood,20,14,280,Online,male,Midnight,2023,January,Monday
355,2023-03-15,Cold coffee,Beverages,40,4,160,Online,male,Midnight,2023,March,Wednesday
356,2022-05-26,Sugarcane juice,Beverages,25,14,350,Cash,female,Night,2022,May,Thursday
357,2022-09-21,Sandwich,Fastfood,60,9,540,Online,female,Afternoon,2022,September,Wednesday
358,2022-10-27,Aalopuri,Fastfood,20,6,120,Cash,male,Night,2022,October,Thursday
359,2022-08-27,Aalopuri,Fastfood,20,13,260,Online,female,Night,2022,August,Saturday
360,2022-10-06,Cold coffee,Beverages,40,2,80,Online,female,Midnight,2022,October,Thursday
361,2022-06-30,Sandwich,Fastfood,60,15,900,desconhecido,female,Night,2022,June,Thursday
362,2022-12-30,Sugarcane juice,Beverages,25,2,50,Cash,male,Morning,2022,December,Friday
363,2022-05-09,Frankie,Fastfood,50,9,450,Online,male,Afternoon,2022,May,Monday
364,2022-10-11,Cold coffee,Beverages,40,2,80,Online,male,Night,2022,October,Tuesday
365,2022-07-08,Panipuri,Fastfood,20,10,200,Online,male,Night,2022,July,Friday
366,2022-11-30,Sugarcane juice,Beverages,25,10,250,Online,female,Afternoon,2022,November,Wednesday
367,2022-08-10,Panipuri,Fastfood,20,6,120,desconhecido,male,Afternoon,2022,August,Wednesday
368,2022-08-31,Cold coffee,Beverages,40,2,80,Cash,male,Night,2022,August,Wednesday
369,2022-07-03,Sandwich,Fastfood,60,2,120,Online,female,Evening,2022,July,Sunday
370,2022-05-28,Panipuri,Fastfood,20,5,100,desconhecido,female,Midnight,2022,May,Saturday
371,2022-10-18,Vadapav,Fastfood,20,5,100,Online,female,Night,2022,October,Tuesday
372,2022-11-19,Frankie,Fastfood,50,12,600,desconhecido,male,Morning,2022,November,Saturday
373,2022-05-08,Sugarcane juice,Beverages,25,12,300,Cash,female,Midnight,2022,May,Sunday
374,2022-07-24,Frankie,Fastfood,50,10,500,Online,male,Midnight,2022,July,Sunday
375,2022-11-17,Panipuri,Fastfood,20,13,260,Cash,male,Evening,2022,November,Thursday
376,2022-12-04,Frankie,Fastfood,50,15,750,Cash,male,Midnight,2022,December,Sunday
377,2022-05-20,Sugarcane juice,Beverages,25,3,75,Online,female,Evening,2022,May,Friday
378,2022-04-24,Vadapav,Fastfood,20,2,40,Cash,female,Midnight,2022,April,Sunday
379,2023-02-15,Cold coffee,Beverages,40,14,560,desconhecido,male,Afternoon,2023,February,Wednesday
380,2022-10-20,Sandwich,Fastfood,60,5,300,Online,female,Afternoon,2022,October,Thursday
381,2023-02-26,Vadapav,Fastfood,20,1,20,Online,male,Morning,2023,February,Sunday
382,2022-08-16,Cold coffee,Beverages,40,9,360,Cash,female,Night,2022,August,Tuesday
383,2022-05-06,Aalopuri,Fastfood,20,7,140,Online,female,Morning,2022,May,Friday
384,2022-10-22,Sugarcane juice,Beverages,25,1,25,Online,male,Afternoon,2022,October,Saturday
385,2022-04-25,Vadapav,Fastfood,20,5,100,Cash,male,Morning,2022,April,Monday
386,2022-11-23,Frankie,Fastfood,50,5,250,Online,male,Midnight,2022,November,Wednesday
387,2023-03-17,Sugarcane juice,Beverages,25,14,350,Cash,female,Midnight,2023,March,Friday
388,2022-10-09,Sandwich,Fastfood,60,14,840,Cash,male,Evening,2022,October,Sunday
389,2022-12-22,Sandwich,Fastfood,60,12,720,Cash,female,Evening,2022,December,Thursday
390,2022-06-18,Sugarcane juice,Beverages,25,5,125,desconhecido,male,Midnight,2022,June,Saturday
391,2022-04-21,Aalopuri,Fastfood,20,1,20,Online,female,Night,2022,April,Thursday
392,2022-09-18,Aalopuri,Fastfood,20,15,300,Online,male,Night,2022,September,Sunday
393,2022-07-02,Sugarcane juice,Beverages,25,10,250,Online,female,Evening,2022,July,Saturday
394,2022-04-03,Sandwich,Fastfood,60,1,60,Cash,female,Morning,2022,April,Sunday
395,2023-01-31,Sandwich,Fastfood,60,3,180,Cash,female,Evening,2023,January,Tuesday
396,2022-10-31,Frankie,Fastfood,50,15,750,Online,male,Morning,2022,October,Monday
397,2022-07-06,Aalopuri,Fastfood,20,2,40,Online,female,Afternoon,2022,July,Wednesday
398,2023-01-13,Panipuri,Fastfood,20,6,120,Online,male,Evening,2023,January,Friday
399,2022-06-24,Panipuri,Fastfood,20,9,180,Cash,female,Evening,2022,June,Friday
400,2023-03-04,Cold coffee,Beverages,40,15,600,Cash,female,Morning,2023,March,Saturday
401,2022-10-11,Sugarcane juice,Beverages,25,8,200,Online,female,Midnight,2022,October,Tuesday
402,2023-03-19,Frankie,Fastfood,50,7,350,Cash,male,Night,2023,March,Sunday
403,2022-09-25,Cold coffee,Beverages,40,3,120,Online,female,Midnight,2022,September,Sunday
404,2022-11-26,Frankie,Fastfood,50,7,350,Cash,female,Midnight,2022,November,Saturday
405,2022-12-13,Sugarcane juice,Beverages,25,10,250,Cash,male,Night,2022,December,Tuesday
406,2022-10-13,Cold coffee,Beverages,40,4,160,Online,female,Afternoon,2022,October,Thursday
407,2023-01-02,Sugarcane juice,Beverages,25,2,50,Cash,male,Evening,2023,January,Monday
408,2022-10-05,Vadapav,Fastfood,20,4,80,Online,male,Midnight,2022,October,Wednesday
409,2022-09-15,Aalopuri,Fastfood,20,9,180,Cash,female,Morning,2022,September,Thursday
410,2022-11-23,Aalopuri,Fastfood,20,15,300,Online,male,Afternoon,2022,November,Wednesday
411,2022-11-20,Panipuri,Fastfood,20,12,240,Cash,male,Afternoon,2022,November,Sunday
412,2023-03-09,Sugarcane juice,Beverages,25,14,350,desconhecido,male,Afternoon,2023,March,Thursday
413,2022-04-03,Aalopuri,Fastfood,20,10,200,Online,female,Midnight,2022,April,Sunday
414,2023-01-21,Cold coffee,Beverages,40,13,520,desconhecido,male,Night,2023,January,Saturday
415,2022-12-05,Vadapav,Fastfood,20,8,160,Online,male,Evening,2022,December,Monday
416,2022-08-05,Sandwich,Fastfood,60,9,540,desconhecido,male,Morning,2022,August,Friday
417,2023-01-16,Panipuri,Fastfood,20,3,60,Cash,male,Evening,2023,January,Monday
418,2022-11-12,Cold coffee,Beverages,40,7,280,Online,male,Night,2022,November,Saturday
419,2022-10-08,Sugarcane juice,Beverages,25,14,350,desconhecido,female,Midnight,2022,October,Saturday
420,2023-01-30,Frankie,Fastfood,50,13,650,Online,female,Evening,2023,January,Monday
421,2023-03-24,Cold coffee,Beverages,40,2,80,Online,male,Midnight,2023,March,Friday
422,2022-08-02,Cold coffee,Beverages,40,7,280,Online,male,Evening,2022,August,Tuesday
423,2022-10-21,Frankie,Fastfood,50,7,350,Cash,female,Night,2022,October,Friday
424,2022-04-21,Sugarcane juice,Beverages,25,9,225,Online,female,Midnight,2022,April,Thursday
425,2022-08-17,Panipuri,Fastfood,20,14,280,Online,male,Afternoon,2022,August,Wednesday
426,2023-01-20,Frankie,Fastfood,50,14,700,Cash,male,Midnight,2023,January,Friday
427,2022-05-21,Sandwich,Fastfood,60,2,120,Online,male,Afternoon,2022,May,Saturday
428,2022-12-24,Sugarcane juice,Beverages,25,8,200,Online,male,Afternoon,2022,December,Saturday
429,2022-09-19,Cold coffee,Beverages,40,3,120,Online,male,Night,2022,September,Monday
430,2022-11-05,Sandwich,Fastfood,60,4,240,Online,male,Night,2022,November,Saturday
431,2023-03-16,Panipuri,Fastfood,20,6,120,Online,male,Evening,2023,March,Thursday
432,2023-03-27,Panipuri,Fastfood,20,6,120,Online,male,Afternoon,2023,March,Monday
433,2022-05-27,Panipuri,Fastfood,20,14,280,Online,female,Evening,2022,May,Friday
434,2022-08-21,Aalopuri,Fastfood,20,12,240,Cash,male,Morning,2022,August,Sunday
435,2022-05-08,Sandwich,Fastfood,60,1,60,Cash,female,Afternoon,2022,May,Sunday
436,2023-01-05,Frankie,Fastfood,50,10,500,Cash,male,Midnight,2023,January,Thursday
437,2022-08-31,Cold coffee,Beverages,40,1,40,desconhecido,male,Morning,2022,August,Wednesday
438,2022-06-20,Cold coffee,Beverages,40,5,200,Online,male,Morning,2022,June,Monday
439,2022-09-30,Frankie,Fastfood,50,13,650,Online,male,Afternoon,2022,September,Friday
440,2022-11-28,Aalopuri,Fastfood,20,7,140,Cash,male,Afternoon,2022,November,Monday
441,2022-11-02,Aalopuri,Fastfood,20,1,20,Online,female,Midnight,2022,November,Wednesday
442,2022-08-22,Sugarcane juice,Beverages,25,7,175,Online,female,Night,2022,August,Monday
443,2022-09-05,Sugarcane juice,Beverages,25,12,300,Cash,female,Night,2022,September,Monday
444,2022-09-28,Frankie,Fastfood,50,4,200,desconhecido,male,Evening,2022,September,Wednesday
445,2022-10-22,Sandwich,Fastfood,60,14,840,Online,female,Morning,2022,October,Saturday
446,2022-08-31,Cold coffee,Beverages,40,9,360,Cash,male,Night,2022,August,Wednesday
447,2023-01-17,Frankie,Fastfood,50,6,300,Online,female,Afternoon,2023,January,Tuesday
448,2022-07-27,Vadapav,Fastfood,20,6,120,Cash,female,Evening,2022,July,Wednesday
449,2022-09-09,Frankie,Fastfood,50,4,200,Cash,male,Afternoon,2022,September,Friday
450,2022-05-20,Sugarcane juice,Beverages,25,1,25,Online,male,Morning,2022,May,Friday
451,2023-03-15,Sugarcane juice,Beverages,25,10,250,Cash,female,Midnight,2023,March,Wednesday
452,2022-12-25,Frankie,Fastfood,50,5,250,Online,male,Afternoon,2022,December,Sunday
453,2022-10-20,Sandwich,Fastfood,60,1,60,Online,female,Midnight,2022,October,Thursday
454,2023-03-07,Sandwich,Fastfood,60,1,60,Online,female,Evening,2023,March,Tuesday
455,2023-03-01,Cold coffee,Beverages,40,11,440,Cash,male,Midnight,2023,March,Wednesday
456,2022-12-31,Cold coffee,Beverages,40,13,520,desconhecido,female,Night,2022,December,Saturday
457,2022-10-16,Cold coffee,Beverages,40,11,440,Cash,male,Evening,2022,October,Sunday
458,2022-09-12,Sugarcane juice,Beverages,25,8,200,Cash,female,Midnight,2022,September,Monday
459,2022-06-08,Vadapav,Fastfood,20,14,280,Cash,male,Night,2022,June,Wednesday
460,2022-11-20,Aalopuri,Fastfood,20,2,40,Cash,male,Morning,2022,November,Sunday
461,2022-07-22,Sugarcane juice,Beverages,25,5,125,Cash,male,Midnight,2022,July,Friday
462,2022-04-24,Vadapav,Fastfood,20,3,60,Cash,male,Morning,2022,April,Sunday
463,2022-06-11,Sandwich,Fastfood,60,6,360,Online,male,Midnight,2022,June,Saturday
464,2022-10-18,Sugarcane juice,Beverages,25,13,325,Cash,male,Morning,2022,October,Tuesday
465,2023-01-15,Sugarcane juice,Beverages,25,12,300,Online,male,Evening,2023,January,Sunday
466,2023-01-11,Panipuri,Fastfood,20,6,120,Cash,male,Evening,2023,January,Wednesday
467,2022-10-17,Aalopuri,Fastfood,20,11,220,Online,male,Morning,2022,October,Monday
468,2022-09-08,Panipuri,Fastfood,20,2,40,Cash,male,Evening,2022,September,Thursday
469,2022-05-15,Sandwich,Fastfood,60,7,420,Online,female,Morning,2022,May,Sunday
470,2022-09-29,Vadapav,Fastfood,20,8,160,Cash,female,Morning,2022,September,Thursday
471,2023-02-13,Panipuri,Fastfood,20,7,140,Cash,female,Afternoon,2023,February,Monday
472,2023-01-11,Panipuri,Fastfood,20,10,200,desconhecido,male,Midnight,2023,January,Wednesday
473,2022-09-04,Sandwich,Fastfood,60,5,300,Cash,female,Evening,2022,September,Sunday
474,2022-08-28,Sugarcane juice,Beverages,25,15,375,Cash,female,Night,2022,August,Sunday
475,2023-02-24,Cold coffee,Beverages,40,6,240,Cash,female,Night,2023,February,Friday
476,2023-02-02,Aalopuri,Fastfood,20,10,200,Cash,male,Morning,2023,February,Thursday
477,2023-02-13,Sandwich,Fastfood,60,15,900,Cash,female,Midnight,2023,February,Monday
478,2022-12-27,Sugarcane juice,Beverages,25,9,225,Cash,female,Afternoon,2022,December,Tuesday
479,2023-02-13,Sandwich,Fastfood,60,11,660,Cash,female,Afternoon,2023,February,Monday
480,2022-10-02,Vadapav,Fastfood,20,12,240,Cash,male,Evening,2022,October,Sunday
481,2022-10-29,Sugarcane juice,Beverages,25,4,100,Cash,male,Evening,2022,October,Saturday
482,2023-01-31,Aalopuri,Fastfood,20,1,20,Online,male,Afternoon,2023,January,Tuesday
483,2022-04-27,Panipuri,Fastfood,20,9,180,Cash,female,Morning,2022,April,Wednesday
484,2023-03-21,Cold coffee,Beverages,40,5,200,Cash,female,Afternoon,2023,March,Tuesday
485,2023-02-26,Aalopuri,Fastfood,20,6,120,Cash,female,Midnight,2023,February,Sunday
486,2023-02-14,Vadapav,Fastfood,20,6,120,Cash,female,Midnight,2023,February,Tuesday
487,2022-05-27,Sandwich,Fastfood,60,9,540,Cash,female,Midnight,2022,May,Friday
488,2022-09-21,Cold coffee,Beverages,40,10,400,Cash,male,Midnight,2022,September,Wednesday
489,2023-02-03,Frankie,Fastfood,50,13,650,Online,female,Evening,2023,February,Friday
490,2022-12-26,Cold coffee,Beverages,40,8,320,Cash,male,Morning,2022,December,Monday
491,2022-05-31,Vadapav,Fastfood,20,2,40,Online,female,Midnight,2022,May,Tuesday
492,2022-07-11,Sandwich,Fastfood,60,15,900,Cash,male,Afternoon,2022,July,Monday
493,2022-10-02,Cold coffee,Beverages,40,2,80,Online,male,Morning,2022,October,Sunday
494,2023-01-14,Cold coffee,Beverages,40,10,400,Cash,female,Night,2023,January,Saturday
495,2022-10-20,Aalopuri,Fastfood,20,13,260,Online,female,Midnight,2022,October,Thursday
496,2022-11-07,Cold coffee,Beverages,40,10,400,Online,female,Night,2022,November,Monday
497,2023-01-25,Sandwich,Fastfood,60,7,420,Cash,male,Midnight,2023,January,Wednesday
498,2022-06-16,Frankie,Fastfood,50,1,50,Cash,male,Midnight,2022,June,Thursday
499,2022-07-27,Sandwich,Fastfood,60,8,480,Online,female,Evening,2022,July,Wednesday
500,2022-04-08,Vadapav,Fastfood,20,4,80,Online,female,Midnight,2022,April,Friday
501,2022-08-09,Sugarcane juice,Beverages,25,14,350,Online,female,Afternoon,2022,August,Tuesday
502,2023-01-04,Panipuri,Fastfood,20,13,260,Online,male,Night,2023,January,Wednesday
503,2022-11-04,Aalopuri,Fastfood,20,13,260,Cash,female,Morning,2022,November,Friday
504,2022-12-09,Cold coffee,Beverages,40,8,320,Cash,male,Evening,2022,December,Friday
505,2023-02-12,Frankie,Fastfood,50,4,200,Cash,male,Night,2023,February,Sunday
506,2022-12-26,Cold coffee,Beverages,40,12,480,Cash,female,Midnight,2022,December,Monday
507,2022-12-14,Aalopuri,Fastfood,20,14,280,Online,female,Morning,2022,December,Wednesday
508,2022-12-10,Sandwich,Fastfood,60,1,60,Cash,male,Night,2022,December,Saturday
509,2022-10-26,Vadapav,Fastfood,20,11,220,Online,male,Evening,2022,October,Wednesday
510,2022-04-04,Sandwich,Fastfood,60,14,840,Online,male,Afternoon,2022,April,Monday
511,2022-08-02,Panipuri,Fastfood,20,4,80,Cash,female,Night,2022,August,Tuesday
512,2023-01-11,Panipuri,Fastfood,20,3,60,Cash,female,Afternoon,2023,January,Wednesday
513,2022-07-16,Cold coffee,Beverages,40,5,200,Cash,female,Night,2022,July,Saturday
514,2022-08-24,Cold coffee,Beverages,40,8,320,Online,female,Evening,2022,August,Wednesday
515,2022-11-02,Sandwich,Fastfood,60,7,420,desconhecido,female,Night,2022,November,Wednesday
516,2022-09-22,Sugarcane juice,Beverages,25,12,300,Online,female,Midnight,2022,September,Thursday
517,2022-07-02,Panipuri,Fastfood,20,13,260,Online,male,Evening,2022,July,Saturday
518,2022-12-09,Aalopuri,Fastfood,20,6,120,Cash,female,Morning,2022,December,Friday
519,2022-11-25,Cold coffee,Beverages,40,10,400,Cash,male,Morning,2022,November,Friday
520,2022-04-03,Panipuri,Fastfood,20,11,220,Online,female,Night,2022,April,Sunday
521,2023-01-27,Panipuri,Fastfood,20,14,280,Online,male,Morning,2023,January,Friday
522,2022-12-29,Panipuri,Fastfood,20,13,260,Cash,female,Midnight,2022,December,Thursday
523,2022-11-03,Frankie,Fastfood,50,6,300,Cash,male,Afternoon,2022,November,Thursday
524,2022-05-01,Aalopuri,Fastfood,20,13,260,Online,male,Afternoon,2022,May,Sunday
525,2022-05-04,Vadapav,Fastfood,20,3,60,Cash,male,Midnight,2022,May,Wednesday
526,2022-07-04,Sandwich,Fastfood,60,10,600,Cash,female,Evening,2022,July,Monday
527,2023-01-06,Sugarcane juice,Beverages,25,6,150,Cash,female,Afternoon,2023,January,Friday
528,2022-07-01,Sugarcane juice,Beverages,25,7,175,Cash,female,Midnight,2022,July,Friday
529,2022-05-15,Aalopuri,Fastfood,20,12,240,desconhecido,female,Afternoon,2022,May,Sunday
530,2022-07-27,Panipuri,Fastfood,20,6,120,Cash,female,Night,2022,July,Wednesday
531,2022-10-04,Cold coffee,Beverages,40,10,400,Cash,male,Night,2022,October,Tuesday
532,2023-03-27,Panipuri,Fastfood,20,13,260,Online,female,Midnight,2023,March,Monday
533,2023-02-05,Frankie,Fastfood,50,2,100,desconhecido,female,Night,2023,February,Sunday
534,2022-05-16,Vadapav,Fastfood,20,2,40,Online,female,Night,2022,May,Monday
535,2022-09-05,Sandwich,Fastfood,60,4,240,Online,male,Midnight,2022,September,Monday
536,2023-03-01,Sugarcane juice,Beverages,25,7,175,Cash,female,Evening,2023,March,Wednesday
537,2023-01-25,Panipuri,Fastfood,20,3,60,Cash,male,Evening,2023,January,Wednesday
538,2022-06-05,Panipuri,Fastfood,20,7,140,Online,male,Morning,2022,June,Sunday
539,2022-09-07,Panipuri,Fastfood,20,3,60,Online,male,Evening,2022,September,Wednesday
540,2022-05-27,Vadapav,Fastfood,20,13,260,Cash,male,Afternoon,2022,May,Friday
541,2022-07-30,Panipuri,Fastfood,20,12,240,Cash,male,Night,2022,July,Saturday
542,2022-08-04,Sugarcane juice,Beverages,25,9,225,Cash,male,Evening,2022,August,Thursday
543,2022-04-10,Aalopuri,Fastfood,20,15,300,Cash,female,Evening,2022,April,Sunday
544,2022-12-14,Sandwich,Fastfood,60,15,900,Online,female,Morning,2022,December,Wednesday
545,2023-01-01,Sandwich,Fastfood,60,13,780,Online,female,Midnight,2023,January,Sunday
546,2022-07-09,Aalopuri,Fastfood,20,1,20,Cash,female,Midnight,2022,July,Saturday
547,2022-05-14,Cold coffee,Beverages,40,10,400,Online,male,Morning,2022,May,Saturday
548,2023-03-29,Cold coffee,Beverages,40,14,560,Cash,male,Afternoon,2023,March,Wednesday
549,2022-04-15,Sugarcane juice,Beverages,25,3,75,Online,male,Afternoon,2022,April,Friday
550,2022-11-15,Cold coffee,Beverages,40,15,600,Online,male,Afternoon,2022,November,Tuesday
551,2022-07-30,Sugarcane juice,Beverages,25,7,175,Cash,male,Evening,2022,July,Saturday
552,2022-09-12,Sugarcane juice,Beverages,25,15,375,Cash,female,Midnight,2022,September,Monday
553,2022-11-11,Panipuri,Fastfood,20,14,280,Cash,male,Evening,2022,November,Friday
554,2023-03-09,Panipuri,Fastfood,20,4,80,Cash,female,Afternoon,2023,March,Thursday
555,2022-04-16,Sandwich,Fastfood,60,6,360,Cash,female,Evening,2022,April,Saturday
556,2023-02-27,Vadapav,Fastfood,20,9,180,Cash,female,Night,2023,February,Monday
557,2022-06-30,Sandwich,Fastfood,60,2,120,Cash,female,Evening,2022,June,Thursday
558,2022-10-01,Panipuri,Fastfood,20,5,100,Online,male,Morning,2022,October,Saturday
559,2022-08-31,Cold coffee,Beverages,40,5,200,Online,female,Night,2022,August,Wednesday
560,2022-12-10,Sugarcane juice,Beverages,25,1,25,Cash,male,Evening,2022,December,Saturday
561,2022-06-13,Panipuri,Fastfood,20,1,20,Cash,female,Midnight,2022,June,Monday
562,2022-08-09,Frankie,Fastfood,50,4,200,Cash,male,Afternoon,2022,August,Tuesday
563,2022-10-13,Frankie,Fastfood,50,7,350,Online,female,Evening,2022,October,Thursday
564,2022-09-27,Cold coffee,Beverages,40,2,80,desconhecido,male,Morning,2022,September,Tuesday
565,2022-09-27,Panipuri,Fastfood,20,15,300,Cash,male,Evening,2022,September,Tuesday
566,2022-07-19,Frankie,Fastfood,50,3,150,Cash,male,Evening,2022,July,Tuesday
567,2022-10-16,Cold coffee,Beverages,40,7,280,Online,female,Afternoon,2022,October,Sunday
568,2022-12-29,Panipuri,Fastfood,20,12,240,desconhecido,female,Afternoon,2022,December,Thursday
569,2023-01-02,Cold coffee,Beverages,40,15,600,Online,female,Midnight,2023,January,Monday
570,2022-09-15,Sugarcane juice,Beverages,25,4,100,Cash,male,Morning,2022,September,Thursday
571,2022-11-28,Sugarcane juice,Beverages,25,1,25,Cash,female,Evening,2022,November,Monday
572,2022-04-02,Sandwich,Fastfood,60,15,900,Cash,male,Afternoon,2022,April,Saturday
573,2022-09-07,Frankie,Fastfood,50,2,100,Cash,male,Afternoon,2022,September,Wednesday
574,2022-10-22,Aalopuri,Fastfood,20,1,20,Cash,female,Night,2022,October,Saturday
575,2022-12-24,Vadapav,Fastfood,20,1,20,Online,female,Midnight,2022,December,Saturday
576,2023-03-23,Panipuri,Fastfood,20,12,240,Cash,female,Afternoon,2023,March,Thursday
577,2022-09-06,Cold coffee,Beverages,40,7,280,Cash,male,Evening,2022,September,Tuesday
578,2022-06-30,Frankie,Fastfood,50,5,250,Online,female,Night,2022,June,Thursday
579,2022-04-27,Panipuri,Fastfood,20,2,40,Cash,male,Evening,2022,April,Wednesday
580,2022-07-01,Panipuri,Fastfood,20,10,200,Online,male,Night,2022,July,Friday
581,2022-04-23,Sugarcane juice,Beverages,25,13,325,Cash,male,Afternoon,2022,April,Saturday
582,2022-05-12,Aalopuri,Fastfood,20,13,260,Cash,male,Morning,2022,May,Thursday
583,2022-05-31,Frankie,Fastfood,50,8,400,Cash,male,Night,2022,May,Tuesday
584,2022-12-04,Cold coffee,Beverages,40,15,600,Cash,male,Morning,2022,December,Sunday
